word,token
Está,186
bien,187
Únete,188
nosotros,189
parte,190
nuestra,191
Guárdalo,192
también,193
Abre,194
¡Perfecto,195
Nos,196
vemos,197
Muéstramelo,198
Enséñamelo,199
Mostrame,200
¡Cierra,201
boca,202
¡Cerrá,203
el,204
pico,205
Sáltatelo,206
Páralo,207
Deténlo,208
Cógelo,209
Decime,210
comió,211
ganó,212
Espérame,213
despierto,214
¡Despierta,215
¡Despiértate,216
¡Despertate,217
Despierta,218
Lávate,219
las,220
manos,221
preocupamos,222
sabemos,223
Perdimos,224
Bienvenidos,225
Bienvenidas,226
corría,227
ha,228
Corre,229
Has,230
¿Estoy,231
Preguntales,232
Pregúntales,233
Aparta,234
Apártate,235
hombre,236
fuerte,237
breve,238
Sea,239
breves,240
quieto,241
No,242
te,243
muevas,244
¡Llamalo,245
Tomás,246
¡Llámalo,247
¡Llámenlo,248
Anímate,249
Venga,250
¡Cálmate,251
Espósale,252
vayas,253
Encontralo,254
Encuéntralo,255
Encuéntrelo,256
Encuéntrenlo,257
Encuentre,258
Encuentren,259
Arregla,260
esto,261
Ponte,262
ello,263
Abajo,264
Túmbate,265
¡Piérdete,266
Esfúmate,267
¡Piénsalo,268
los,269
ojos,270
Adelante,271
Entra,272
Entren,273
Entrá,274
Entrad,275
¡Buen,276
trabajo,277
Sujeta,278
Agárralo,279
Diviértanse,280
Pásala,281
Pásenla,282
habló,283
intenta,284
prueba,285
Ayuda,286
Ayúdalo,287
¿qué,288
hay,289
Ey,290
chavales,291
¿Qué,292
pasa,293
troncos,294
Buenas,295
tal,296
os,297
va,298
por,299
¡Qué,300
encanto,301
tan,302
profundo,303
¿Cómo,304
Hazme,305
favor,306
Compláceme,307
¡Date,308
prisa,309
Apresúrate,310
Convine,311
Acepté,312
Accedí,313
comí,314
Puedo,315
ir,316
hice,317
Fracasé,318
olvidé,319
arreglo,320
entiendo,321
Llamé,322
teléfono,323
niego,324
Renuncio,325
vi,326
Sonreí,327
quedé,328
Hablé,329
Hablaba,330
Charlé,331
Charlaba,332
uso,333
Esperé,334
pagaré,335
He,336
vuelto,337
vuelta,338
calvo,339
calmado,340
terminado,341
bastante,342
facilón,343
perfectamente,344
¡Soy,345
libre,346
soy,347
lleno,348
llena,349
Ya,350
me,351
llené,352
herido,353
Llego,354
tarde,355
vago,356
perdida,357
malo,358
toca,359
mí,360
pobre,361
rica,362
rico,363
salvo,364
enferma,365
delgado,366
limpio,367
calentito,368
débil,369
listo,370
Gané,371
Eso,372
ayuda,373
Duele,374
Funciona,375
Es,376
divertido,377
suyo,378
nuevo,379
extraño,380
rojo,381
triste,382
Prohibido,383
pasar,384
entrar,385
Besá,386
Besa,387
Besen,388
Déjalo,389
Déjame,390
Déjanos,391
Vamos,392
Cuidado,393
Cásate,394
conmigo,395
¿Puedo,396
Salva,397
Ella,398
murió,399
corre,400
¡Sentate,401
Siéntate,402
¡Hable,403
más,404
Habla,405
¡Habla,406
alto,407
Prepárate,408
Un,409
¡Parate,410
pie,411
Detén,412
Llévate,413
Díselo,414
¡Genial,415
Ellos,416
ganaron,417
muerto,418
se,419
cayó,420
sabía,421
tenía,422
constancia,423
fue,424
mintió,425
miente,426
perdió,427
pagó,428
nadó,429
lloró,430
Demasiado,431
Confía,432
Inténtalo,433
veras,434
Prueba,435
poco,436
Pruebe,437
Prueben,438
Probá,439
Usa,440
Avísale,441
Avísele,442
Avísenle,443
Avisale,444
Mírame,445
Vigílame,446
Obsérvame,447
Obsérvalos,448
Obsérvanos,449
Estamos,450
intentamos,451
Iremos,452
¿Para,453
calló,454
ido,455
dejado,456
es,457
él,458
Escríbeme,459
Después,460
ti,461
Tú,462
primero,463
Usted,464
usted,465
vosotras,466
Apunta,467
Respóndeme,468
Respondedme,469
Respóndanme,470
Los,471
pájaros,472
vuelan,473
Jesús,474
¡Llama,475
Cálmate,476
Tranquilízate,477
Bajá,478
cambio,479
¿Podemos,480
irnos,481
marcharnos,482
¡Atrápelo,483
Captúralo,484
Captúrenlo,485
Atrápenlo,486
Atrápalo,487
Vuelve,488
Vení,489
Ven,490
Venid,491
Vente,492
Veníos,493
pronto,494
Hazlo,495
perros,496
ladran,497
preguntes,498
llores,499
llorés,500
lloren,501
mintáis,502
corras,503
¡Fantástico,504
¡Es,505
estupendo,506
Tienta,507
Tiente,508
Tienten,509
Tentad,510
Tentá,511
Sígueme,512
Seguidme,513
Síguenos,514
Olvídame,515
Olvídate,516
Olvídenme,517
Olvídense,518
Preparaos,519
cogerlo,520
Id,521
cama,522
Coge,523
alguno,524
Toma,525
algo,526
Tome,527
anciano,528
afeitó,529
Sonrió,530
DJ,531
veloz,532
bueno,533
Acá,534
estoy,535
Sostén,536
horror,537
raro,538
está,539
Divierte,540
ocupada,541
Te,542
ruego,543
suplico,544
volar,545
correr,546
esquiar,547
Sentí,548
vergüenza,549
consciencia,550
Quedé,551
inconsciente,552
dejé,553
rendí,554
Tiré,555
toalla,556
Cedí,557
pillo,558
dieron,559
alcanzaron,560
odio,561
seca,562
baja,563
Golpeo,564
espero,565
reí,566
gusta,567
adoro,568
encanta,569
Hablo,570
digo,571
echo,572
falta,573
menos,574
añoro,575
necesito,576
Vi,577
Le,578
uno,579
Veía,580
visto,581
Veo,582
tropecé,583
cocinaré,584
guisaré,585
Viviré,586
Cantaré,587
Pararé,588
dejaré,589
Esperaré,590
Aguardaré,591
Caminaré,592
Andaré,593
Voy,594
trabajar,595
pro,596
solo,597
sola,598
enojado,599
enojada,600
ciega,601
sin,602
dinero,603
quebrado,604
blanca,605
loco,606
borracho,607
tomada,608
prendida,609
muriendo,610
voy,611
feliz,612
amado,613
amada,614
obeso,615
siento,616
cansado,617
cansada,618
tuyo,619
tuya,620
perdido,621
Ólvidalo,622
hagas,623
caso,624
¿Está,625
¿Es,626
grave,627
lejos,628
¿Eres,629
tú,630
Se,631
quemó,632
consiguió,633
Falló,634
Fracasó,635
Llovió,636
Nevó,637
Apesta,638
Funcionó,639
Son,640
tres,641
y,642
diez,643
8:30,644
televisor,645
Hace,646
frío,647
fresco,648
oscuro,649
¡Está,650
perfecto,651
ella,652
mío,653
mía,654
buen,655
tiempo,656
Vale,657
nuestro,658
terminó,659
acabó,660
Ha,661
llegado,662
hora,663
mi,664
Guárdalos,665
Quédatelos,666
Guárdenselos,667
Guarda,668
Guarde,669
Guardá,670
Guardad,671
Guarden,672
caliente,673
Manténgase,674
Mantenete,675
abrigado,676
Manténganse,677
calientes,678
abrigados,679
Dejalo,680
Déjelo,681
Ahora,682
márchate,683
vete,684
lárgate,685
¡Déjame,686
marchar,687
¡Suéltame,688
¡Déjeme,689
Déjeme,690
Comamos,691
Veamos,692
¡Intentémoslo,693
silencio,694
suelo,695
Escuchá,696
Mirá,697
para,698
otro,699
lado,700
Mira,701
Mire,702
Miren,703
¡Mira,704
hacia,705
atrás,706
Mirad,707
Aflójalo,708
Suéltala,709
Aflójala,710
Hazte,711
Deja,712
sitio,713
Mueve,714
culo,715
tiro,716
¡Por,717
supuesto,718
discreción,719
¿Perdona,720
Por,721
ve,722
váyase,723
Póntelo,724
Póngaselo,725
Lee,726
Lea,727
Lean,728
Leed,729
Decí,730
hola,731
A,732
que,733
registren,734
Véase,735
arriba,736
¡Cogedlo,737
¡Arrestadlo,738
¡Prendedlo,739
¡Capturadlo,740
intentó,741
probó,742
anda,743
camina,744
Anda,745
candente,746
como,747
tren,748
toma,749
pan,750
moja,751
buena,752
cruje,753
Firme,754
Firma,755
Firmen,756
Firmá,757
Firmad,758
quédate,759
Sentate,760
ahí,761
mantente,762
Quieto,763
Más,764
Fuera,765
Aléjate,766
Mantén,767
Mantené,768
Quedate,769
acá,770
Da,771
paso,772
Para,773
Párate,774
Detente,775
Deténgase,776
Deténganse,777
Paraos,778
Parad,779
Deténlos,780
Párales,781
¡Cuidate,782
¡Te,783
cuidas,784
Cuídate,785
Cuidaos,786
Asume,787
mando,788
control,789
Encárgate,790
Tomen,791
Tomá,792
Ese,793
¿Entonces,794
Cayeron,795
fueron,796
marcharon,797
iban,798
Perdieron,799
inclinó,800
preocupó,801
preocupaba,802
le,803
importaba,804
preocupa,805
importa,806
dormitó,807
condujo,808
dentro,809
teje,810
sabe,811
mudó,812
movió,813
mece,814
quedó,815
juró,816
votó,817
saludó,818
trabaja,819
irá,820
Intentadlo,821
otra,822
vez,823
Intenta,824
Pruébatelo,825
Aguarda,826
Esperad,827
Vigila,828
¡Abusado,829
Podemos,830
podemos,831
Fallamos,832
Hemos,833
fallado,834
olvidamos,835
vimos,836
veíamos,837
Conversamos,838
Nosotros,839
esperamos,840
veremos,841
intentaremos,842
¡Hemos,843
¿A,844
quién,845
Aabe,846
...,847
Escribe,848
maneja,849
empieza,850
intentaste,851
estás,852
Estás,853
Apuntad,854
¡Todos,855
bordo,856
¿Tengo,857
razón,858
¿Me,859
equivoco,860
equivocada,861
¡Respóndale,862
¡Respondele,863
¡Respóndanle,864
¿Tienes,865
dieciocho,866
¿Has,867
cumplido,868
¿Estás,869
¿Te,870
apuntas,871
cualquiera,872
Preguntadle,873
Pregúntele,874
Pregúntenle,875
Pregunta,876
alrededores,877
¡Ten,878
cuidado,879
¡Sé,880
cuidadoso,881
contento,882
Llega,883
Llegue,884
paciente,885
cantan,886
están,887
cantando,888
Traed,889
comida,890
Trae,891
venir,892
acercarme,893
ayudar,894
puedo,895
quedar,896
Lleva,897
Comprobad,898
Comprueba,899
Escoge,900
Vénganse,901
temprano,902
Vengan,903
¡Pásale,904
¡Pásele,905
¡Pásenle,906
¡Ven,907
rápido,908
¡Vení,909
¡Ya,910
párale,911
¿Fue,912
Pasa,913
¿Los,914
hombres,915
lloran,916
vengas,917
saltéis,918
miréis,919
mováis,920
mueva,921
muevan,922
cantes,923
canten,924
pares,925
hables,926
esperes,927
esperen,928
grites,929
Come,930
¡Comé,931
El,932
fuego,933
quema,934
Seguilo,935
Síguelo,936
Sígalo,937
Síganlo,938
Síguele,939
Olvidate,940
Olvídese,941
Olvídenlo,942
Perdónanos,943
Perdónenos,944
Consíguete,945
vida,946
ver,947
Andá,948
Dios,949
existe,950
Ten,951
fe,952
Tened,953
Tengan,954
Confíen,955
salió,956
comer,957
Tosió,958
rindió,959
dejó,960
Cedió,961
Tiró,962
Descolgó,963
cogió,964
¡Él,965
gentil,966
amable,967
generoso,968
mezquino,969
reía,970
hizo,971
logró,972
arruinado,973
cruel,974
mintiendo,975
inteligente,976
¡Helo,977
¡Aquí,978
Aquí,979
vamos,980
Hey,981
cálmate,982
aburrimiento,983
bonito,984
¡Encantador,985
preciosidad,986
trágico,987
van,988
cosas,989
Rápido,990
admito,991
persona,992
aburrida,993
¡Estoy,994
humano,995
fisurado,996
rompí,997
saltar,998
leer,999
cantar,1000
nadar,1001
Solté,1002
risita,1003
dudo,1004
Como,1005
carne,1006
Envidio,1007
envidio,1008
mal,1009
sentía,1010
encontré,1011
perdí,1012
puse,1013
enfermo,1014
Odio,1015
detesto,1016
oigo,1017
ayudo,1018
Conocí,1019
Conozco,1020
La,1021
conozco,1022
agrada,1023
arte,1024
té,1025
agradas,1026
gustó,1027
amo,1028
quiero,1029
Os,1030
encantó,1031
Echo,1032
Necesito,1033
hielo,1034
Prometí,1035
fui,1036
corriendo,1037
apresuré,1038
recuerdo,1039
Dije,1040
sí,1041
decía,1042
senté,1043
sentaba,1044
Grité,1045
grité,1046
veo,1047
Las,1048
Disparé,1049
Sobreviví,1050
Creo,1051
creo,1052
Vomité,1053
dije,1054
dicho,1055
Uso,1056
Utilizo,1057
Quiero,1058
¡Quiero,1059
Llegué,1060
estaba,1061
hago,1062
ejercicio,1063
escribí,1064
compraría,1065
Estaré,1066
haré,1067
Entraré,1068
francés,1069
héroe,1070
mentiroso,1071
gemelo,1072
mejor,1073
agotado,1074
comprando,1075
torpe,1076
Ahí,1077
comiendo,1078
codicioso,1079
escondido,1080
hambre,1081
pica,1082
bagre,1083
inmune,1084
moviendo,1085
mudaré,1086
normal,1087
asustado,1088
soltero,1089
soltera,1090
flacucho,1091
¡Tengo,1092
sueño,1093
intentando,1094
esforzando,1095
doce,1096
años,1097
comido,1098
Ignora,1099
grande,1100
¿Tom,1101
¿Tiene,1102
calor,1103
fuera,1104
gratis,1105
¿Aquí,1106
¿Esto,1107
real,1108
seguro,1109
¿Vale,1110
¿Eso,1111
todo,1112
ese,1113
¿Acaso,1114
así,1115
este,1116
vivo,1117
vacío,1118
grandioso,1119
verde,1120
magia,1121
CD,1122
noche,1123
anochecido,1124
correcto,1125
blanco,1126
viento,1127
Tan,1128
sólo,1129
hazlo,1130
¡Continúa,1131
¡Continúe,1132
apuntes,1133
Tomad,1134
notas,1135
¡Quédate,1136
¡Guarden,1137
quietos,1138
Abandona,1139
ciudad,1140
Dejar,1141
¡Déjale,1142
irse,1143
vaya,1144
Déjenlo,1145
Dejadlo,1146
salir,1147
¡Dejadme,1148
pague,1149
Charlemos,1150
charlar,1151
Besémonos,1152
Juguemos,1153
Desistamos,1154
Renunciemos,1155
Cantemos,1156
Nademos,1157
Conversemos,1158
Votemos,1159
Caminemos,1160
Trabajemos,1161
Levántalo,1162
adelante,1163
Míralo,1164
Obsérvalo,1165
Contémplalo,1166
Míranos,1167
Búscalo,1168
Búsquenlo,1169
allí,1170
amor,1171
dura,1172
Mamá,1173
Sin,1174
comentarios,1175
problema,1176
¡Sin,1177
problemas,1178
Ningún,1179
siéntese,1180
siéntate,1181
sentaos,1182
Baja,1183
voz,1184
Reemplazadlo,1185
Di,1186
patata,1187
Decid,1188
güisqui,1189
Sonría,1190
``,1191
'',1192
vieja,1193
guapa,1194
Canta,1195
Huele,1196
Olé,1197
Huelan,1198
Oled,1199
Huela,1200
¡Retrocede,1201
Empieza,1202
alerta,1203
consciente,1204
duermas,1205
cerca,1206
alejes,1207
Quédate,1208
vera,1209
¡Más,1210
Dejá,1211
mentir,1212
bolacear,1213
Estudia,1214
harto,1215
bus,1216
Llevate,1217
estos,1218
¡Háblame,1219
¡Hablad,1220
¡Ése,1221
chico,1222
Buen,1223
duele,1224
funciona,1225
valdrá,1226
Con,1227
vale,1228
sirve,1229
Ése,1230
Ésa,1231
pertenece,1232
mojado,1233
Engañaron,1234
Hicieron,1235
trampas,1236
quedaron,1237
mantuvieron,1238
intentaron,1239
votaron,1240
Votaron,1241
Ellas,1242
apuntan,1243
Esto,1244
Este,1245
fin,1246
Éste,1247
éste,1248
basta,1249
vuela,1250
convino,1251
aquiescente,1252
estuvo,1253
mordió,1254
eructó,1255
llamó,1256
hace,1257
trampa,1258
bailó,1259
baila,1260
bebe,1261
conduce,1262
reprobó,1263
fracasó,1264
olvidó,1265
peleó,1266
luchó,1267
soltó,1268
grito,1269
ahogado,1270
aliento,1271
dio,1272
metió,1273
pata,1274
levantó,1275
ayudó,1276
golpeó,1277
salido,1278
saltó,1279
miró,1280
gimió,1281
asintió,1282
obedeció,1283
detuvo,1284
telefoneó,1285
rezó,1286
rezaba,1287
vio,1288
nos,1289
rasuró,1290
suspiró,1291
sonrió,1292
ronca,1293
charló,1294
esperó,1295
caminó,1296
guiño,1297
lanzó,1298
guiñó,1299
ojo,1300
trabajó,1301
bostezó,1302
gritó,1303
llorará,1304
morirá,1305
pagará,1306
ocupado,1307
sordo,1308
marchado,1309
disparado,1310
feo,1311
Enciéndelo,1312
Gira,1313
derecha,1314
¿Era,1315
ése,1316
Somos,1317
Compramos,1318
cedés,1319
pagar,1320
intentarlo,1321
probarlo,1322
probar,1323
ganar,1324
divertimos,1325
pasamos,1326
reímos,1327
hicimos,1328
debemos,1329
Debemos,1330
Vimos,1331
queremos,1332
Haremos,1333
Fracasaremos,1334
Ayudaremos,1335
ayudaremos,1336
Echaremos,1337
Cantaremos,1338
Esperaremos,1339
Nosotras,1340
esperaremos,1341
caminar,1342
Trabajaremos,1343
regresado,1344
ocupados,1345
Tenemos,1346
Terminamos,1347
perdidos,1348
pobres,1349
ricos,1350
ricas,1351
hartos,1352
débiles,1353
¡Pero,1354
día,1355
cuentas,1356
¿Dónde,1357
dónde,1358
da,1359
ésa,1360
madera,1361
arde,1362
¿Llamaste,1363
Puedes,1364
irte,1365
puedes,1366
marcharte,1367
decides,1368
Podéis,1369
iros,1370
Pueden,1371
marcharos,1372
marcharse,1373
Podés,1374
Fallaste,1375
verás,1376
veréis,1377
Eres,1378
mala,1379
¡Has,1380
Todo,1381
¿Hay,1382
alguien,1383
¿Alguien,1384
¿Hemos,1385
¿Tú,1386
eres,1387
¿Tenéis,1388
enfadado,1389
loca,1390
nueva,1391
quieras,1392
queráis,1393
guste,1394
quiera,1395
Sed,1396
creativos,1397
discreto,1398
clemente,1399
preparado,1400
Estad,1401
preparados,1402
puntual,1403
puntuales,1404
razonable,1405
razonables,1406
específico,1407
específica,1408
Especifica,1409
exhaustivo,1410
tolerante,1411
vigilante,1412
atento,1413
cerveza,1414
comenzar,1415
¿Puede,1416
esperar,1417
hablar,1418
conversar,1419
¿Puedes,1420
¿Podéis,1421
Compruébalo,1422
Revísalo,1423
Sube,1424
Acercate,1425
verme,1426
Consuela,1427
contacto,1428
Cocíname,1429
Cocina,1430
Cuenta,1431
Cuente,1432
¿Ha,1433
¿Ganaste,1434
Haz,1435
¡Hacedlo,1436
ahorita,1437
al,1438
ratito,1439
¿Juegas,1440
boliche,1441
discutáis,1442
copiéis,1443
hagáis,1444
hagan,1445
haga,1446
peleéis,1447
entres,1448
entre,1449
rías,1450
dispares,1451
dispare,1452
disparéis,1453
chilles,1454
sonrías,1455
sonrían,1456
fumes,1457
fuméis,1458
preocupes,1459
preocupéis,1460
Termine,1461
Termina,1462
Terminá,1463
Terminen,1464
Terminad,1465
Lanza,1466
moneda,1467
Tira,1468
aire,1469
Vístete,1470
¡Entra,1471
¡Ponte,1472
encontrar,1473
Vayan,1474
buscar,1475
descúbrelo,1476
pedir,1477
delante,1478
recto,1479
dormir,1480
¡Váyanse,1481
asiento,1482
venido,1483
vistazo,1484
encontró,1485
escapó,1486
envejeció,1487
¡Ha,1488
tiene,1489
agallas,1490
Tiene,1491
ocho,1492
odiado,1493
guarro,1494
asqueroso,1495
grima,1496
joven,1497
gusto,1498
quiere,1499
pajero,1500
fingiendo,1501
estúpido,1502
llega,1503
agua,1504
tanque,1505
salame,1506
Écheme,1507
vengo,1508
estamos,1509
curioso,1510
Qué,1511
cocinero,1512
monje,1513
encuentro,1514
quedando,1515
dormido,1516
jodiendo,1517
leseando,1518
pido,1519
disculpas,1520
Pregunté,1521
culpo,1522
comprado,1523
compré,1524
hacerlo,1525
compartir,1526
decir,1527
Confesé,1528
Lloro,1529
mucho,1530
fruta,1531
Tenía,1532
sentí,1533
Encontré,1534
enfadé,1535
Tuve,1536
gatos,1537
leche,1538
ratas,1539
arena,1540
odiaba,1541
odié,1542
trescientos,1543
dólares,1544
Traigo,1545
noticias,1546
escucho,1547
oí,1548
oído,1549
Contraté,1550
gustan,1551
dos,1552
jazz,1553
arroz,1554
rock,1555
nieve,1556
Amaba,1557
Vivo,1558
encantan,1559
pescado,1560
golf,1561
niños,1562
chicos,1563
Amo,1564
matemáticas,1565
música,1566
sopa,1567
amaba,1568
quería,1569
quise,1570
refiero,1571
extrañaba,1572
Debo,1573
esconderme,1574
¡Necesito,1575
necesité,1576
nunca,1577
gano,1578
frecuencia,1579
pago,1580
impuestos,1581
Leo,1582
labios,1583
pararas,1584
detuvieras,1585
OVNI,1586
perro,1587
Vendo,1588
autos,1589
debería,1590
Huelo,1591
gas,1592
agradezco,1593
confío,1594
Confío,1595
Estaba,1596
mareado,1597
mareada,1598
despedido,1599
despidieron,1600
suerte,1601
era,1602
ingenuo,1603
desnudo,1604
equivocado,1605
preguntaré,1606
Trabajo,1607
preguntaría,1608
Cambiaré,1609
probaré,1610
17,1611
panadero,1612
perdedor,1613
perdedora,1614
mujer,1615
desconcertado,1616
cocinando,1617
curiosidad,1618
bailando,1619
comprometida,1620
emocionado,1621
emocionada,1622
ayunando,1623
quisquilloso,1624
saludable,1625
cárcel,1626
enamorada,1627
nervioso,1628
inquieto,1629
casado,1630
casada,1631
neutral,1632
mentalizado,1633
leyendo,1634
descansando,1635
egoísta,1636
¡Me,1637
muero,1638
demasiado,1639
atrapado,1640
esperando,1641
preocupada,1642
Ignoralos,1643
acabado,1644
¿Se,1645
encuentra,1646
acertado,1647
cierto,1648
dice,1649
llevar,1650
ventoso,1651
vuestro,1652
¿Ella,1653
simpática,1654
Costó,1655
30,1656
Pasó,1657
sucedió,1658
invito,1659
Puede,1660
llueva,1661
Podría,1662
nevar,1663
posible,1664
salvó,1665
Estuvo,1666
chido,1667
chilo,1668
padre,1669
Fue,1670
fácil,1671
Era,1672
50,1673
yenes,1674
lunes,1675
muñeca,1676
pez,1677
arpa,1678
harpa,1679
broma,1680
quilombo,1681
normativa,1682
canción,1683
vicio,1684
aburrido,1685
roto,1686
estropeado,1687
rota,1688
fresquito,1689
biruji,1690
veas,1691
nublado,1692
inútil,1693
somos,1694
secreto,1695
Solo,1696
di,1697
Sigue,1698
moviéndote,1699
ayudarte,1700
Házmelo,1701
saber,1702
vivir,1703
¡Empecemos,1704
Comencemos,1705
Bailemos,1706
¡Hagámoslo,1707
Hagámoslo,1708
Entremos,1709
Apurémonos,1710
Vayámonos,1711
¡Vamos,1712
guateque,1713
Festejemos,1714
Relajémonos,1715
divertida,1716
desde,1717
lista,1718
Hagan,1719
Pide,1720
deseo,1721
¡Muchas,1722
gracias,1723
Memórizalo,1724
Memórizala,1725
mueve,1726
mundo,1727
Poderoso,1728
caballero,1729
Don,1730
Dinero,1731
Justo,1732
Llegas,1733
significa,1734
Nadie,1735
nadie,1736
Ninguno,1737
acudió,1738
ayúdame,1739
resiste,1740
sigue,1741
continúa,1742
prosigue,1743
callate,1744
Bueno,1745
Uno,1746
azul,1747
quedate,1748
quédense,1749
quédese,1750
Bájalo,1751
Póngase,1752
Libérale,1753
Recuérdalo,1754
Responded,1755
sus,1756
disparos,1757
adiós,1758
digas,1759
Mándalo,1760
Mándelo,1761
Mándenlo,1762
Mandalo,1763
¿Nos,1764
pegó,1765
muerta,1766
despertó,1767
zorra,1768
¿Debería,1769
Muéstrame,1770
cómo,1771
Que,1772
Háblame,1773
¡Dejad,1774
llorar,1775
¡Quieto,1776
moverte,1777
¡Alto,1778
¡Ladrón,1779
Saque,1780
carta,1781
Saca,1782
Echa,1783
ojeada,1784
Descansad,1785
Actúa,1786
coche,1787
funcionó,1788
tontería,1789
enorme,1790
Esa,1791
Así,1792
pasado,1793
ellos,1794
ésos,1795
televisión,1796
encendida,1797
¡Allá,1798
quemaron,1799
Llamaron,1800
Bailaron,1801
hicieron,1802
lograron,1803
abrazaron,1804
besaron,1805
vayan,1806
Quizá,1807
Tal,1808
Obedecieron,1809
vieron,1810
veían,1811
Sonrieron,1812
Esperaron,1813
Caminaron,1814
caminaron,1815
Pasearon,1816
gritaron,1817
malos,1818
Están,1819
nuevos,1820
nuevas,1821
viejos,1822
mayores,1823
ancianos,1824
Piensa,1825
Piénsalo,1826
Ésta,1827
suya,1828
Ésto,1829
apesta,1830
mierda,1831
llegó,1832
sonrojó,1833
cambió,1834
varió,1835
vitoreó,1836
aplaudió,1837
tuvo,1838
accidente,1839
estrelló,1840
decidió,1841
ahogó,1842
espiró,1843
desmayó,1844
regodeó,1845
gruñó,1846
DOC,1847
inhaló,1848
pelón,1849
malvado,1850
satisfecho,1851
perezoso,1852
ordenado,1853
arrodilló,1854
rio,1855
escucha,1856
adelantado,1857
pagaba,1858
negó,1859
cerró,1860
banda,1861
relajó,1862
relajaba,1863
resbaló,1864
estornudó,1865
enseña,1866
mayor,1867
ayudará,1868
furioso,1869
hecho,1870
polvo,1871
alegre,1872
disgustado,1873
Pruébate,1874
Apágalo,1875
Esperame,1876
Espéranos,1877
Despertalo,1878
Camina,1879
lentamente,1880
¿Estaba,1881
¿Hacía,1882
¿Estuvo,1883
Todos,1884
trabajamos,1885
Comimos,1886
huevos,1887
separamos,1888
dejamos,1889
Rompimos,1890
encontrarnos,1891
vernos,1892
perdimos,1893
Ayudamos,1894
ayudamos,1895
Sabemos,1896
Conocemos,1897
porqué,1898
conocemos,1899
Queremos,1900
gustas,1901
Amamos,1902
amamos,1903
extrañamos,1904
Hay,1905
actuar,1906
necesitamos,1907
prometimos,1908
acordamos,1909
recordamos,1910
sentamos,1911
sentábamos,1912
Sobrevivimos,1913
esos,1914
Estaremos,1915
haremos,1916
conduciremos,1917
luchar,1918
compartiremos,1919
Compartiremos,1920
despiertos,1921
arruinados,1922
duro,1923
velas,1924
limpios,1925
felices,1926
listos,1927
sentimos,1928
cansados,1929
gemelos,1930
jóvenes,1931
burro,1932
tipo,1933
arrastrado,1934
pendejo,1935
imbécil,1936
pérdida,1937
desastre,1938
mugre,1939
confusión,1940
dolor,1941
lástima,1942
pena,1943
equipo,1944
ego,1945
¿Quiénes,1946
sois,1947
sos,1948
dibujó,1949
pegado,1950
siguiente,1951
dijo,1952
viene,1953
cocinar,1954
¿De,1955
¿Vas,1956
¿Irás,1957
¿Va,1958
Escríbelo,1959
Ponlo,1960
escrito,1961
Sí,1962
Sos,1963
Hiciste,1964
Hizo,1965
Hicisteis,1966
desmayaron,1967
desmayaste,1968
lastimas,1969
Quédatelo,1970
conoces,1971
has,1972
conseguido,1973
habéis,1974
